hin_Deva	hi
eng_Latn	en
en0_Latn	en
en1_Latn	en
en2_Latn	en
en3_Latn	en
en4_Latn	en
en5_Latn	en
en6_Latn	en
en7_Latn	en
en8_Latn	en
en9_Latn	en
hi0_Deva	hi
hi1_Deva	hi
hi2_Deva	hi
hi3_Deva	hi
hi4_Deva	hi
hi5_Deva	hi
hi6_Deva	hi
hi7_Deva	hi
hi8_Deva	hi
hi9_Deva	hi
